,date,max_earnings,min_earnings,name,subscribers,views
465,2018-12-08 ,45900,2900,T-Series Bhakti Sagar,14338620,5567338997
466,2018-12-10 ,47600,3000,T-Series Bhakti Sagar,14396124,5589978407
467,2018-12-12 ,41200,2600,T-Series Bhakti Sagar,14445712,5611278208
468,2018-12-14 ,42100,2600,T-Series Bhakti Sagar,14459396,5632587756
469,2018-12-03,52000,3300,T-Series Bhakti Sagar,14177545,5632587756
470,2018-12-05,52800,3300,T-Series Bhakti Sagar,14247041,5632587756
471,2018-12-07,49100,3100,T-Series Bhakti Sagar,14309716,5632587756
472,2018-12-09,42900,2700,T-Series Bhakti Sagar,14366974,5632587756
473,2018-12-11,44000,2800,T-Series Bhakti Sagar,14420570,5632587756
474,2018-12-13,43100,2700,T-Series Bhakti Sagar,14470969,5632587756
475,2018-12-15,40000,2500,T-Series Bhakti Sagar,14470579 LIVE,5632587756
476,2018-12-02 ,3400,214,All Of Vines,1222589,172507622
477,2018-12-04 ,1700,106,All Of Vines,1224325,173366280
478,2018-12-06 ,2000,128,All Of Vines,1226417,174247785
479,2018-12-08 ,4700,293,All Of Vines,1230731,176217433
480,2018-12-10 ,2900,179,All Of Vines,1234478,178066501
481,2018-12-12 ,2300,143,All Of Vines,1236724,179184164
482,2018-12-14 ,3300,206,All Of Vines,1237981,332591293
483,2018-12-03,1700,108,All Of Vines,1223612,332591293
484,2018-12-05,1500,93,All Of Vines,1225211,332591293
485,2018-12-07,3200,199,All Of Vines,1228075,332591293
486,2018-12-09,4500,283,All Of Vines,1233022,332591293
487,2018-12-11,2200,137,All Of Vines,1235454,332591293
488,2018-12-13,610300,38100,All Of Vines,1238200,332591293
489,2018-12-15,2300,143,All Of Vines,1239551 LIVE,332591293
490,2018-12-02 ,50000,3100,BillionSurpriseToys - Nursery Rhymes & Songs,19479689,6346686342
491,2018-12-04 ,47300,3000,BillionSurpriseToys - Nursery Rhymes & Songs,19536746,6368840401
492,2018-12-06 ,48100,3000,BillionSurpriseToys - Nursery Rhymes & Songs,19596697,6392272492
493,2018-12-08 ,51800,3200,BillionSurpriseToys - Nursery Rhymes & Songs,19659241,6417641552
494,2018-12-10 ,42300,2600,BillionSurpriseToys - Nursery Rhymes & Songs,19714499,6439483970
495,2018-12-12 ,43600,2700,BillionSurpriseToys - Nursery Rhymes & Songs,19762670,6461309855
496,2018-12-14 ,43000,2700,BillionSurpriseToys - Nursery Rhymes & Songs,19738490,6482660765
497,2018-12-03,41300,2600,BillionSurpriseToys - Nursery Rhymes & Songs,19507550,6482660765
498,2018-12-05,45700,2900,BillionSurpriseToys - Nursery Rhymes & Songs,19565551,6482660765
499,2018-12-07,49700,3100,BillionSurpriseToys - Nursery Rhymes & Songs,19628122,6482660765
500,2018-12-09,45000,2800,BillionSurpriseToys - Nursery Rhymes & Songs,19688355,6482660765
501,2018-12-11,43700,2700,BillionSurpriseToys - Nursery Rhymes & Songs,19737100,6482660765
502,2018-12-13,42400,2600,BillionSurpriseToys - Nursery Rhymes & Songs,19788381,6482660765
503,2018-12-15,27900,1700,BillionSurpriseToys - Nursery Rhymes & Songs,19758216 LIVE,6482660765
504,2018-12-02 ,30500,1900,1theK (원더케이),14244269,11461490510
505,2018-12-04 ,47000,2900,1theK (원더케이),14273913,11484270507
506,2018-12-06 ,44200,2800,1theK (원더케이),14302146,11506844821
507,2018-12-08 ,51600,3200,1theK (원더케이),14334396,11531483547
508,2018-12-10 ,45100,2800,1theK (원더케이),14362696,11554750695
509,2018-12-12 ,40800,2600,1theK (원더케이),14388642,11575311513
510,2018-12-14 ,41100,2600,1theK (원더케이),14388943,11595918960
511,2018-12-03,44200,2800,1theK (원더케이),14258453,11595918960
512,2018-12-05,46100,2900,1theK (원더케이),14289109,11595918960
513,2018-12-07,47000,2900,1theK (원더케이),14318218,11595918960
514,2018-12-09,48000,3000,1theK (원더케이),14349339,11595918960
515,2018-12-11,41400,2600,1theK (원더케이),14375312,11595918960
516,2018-12-13,41300,2600,1theK (원더케이),14403473,11595918960
517,2018-12-15,30400,1900,1theK (원더케이),14398846 LIVE,11595918960
